AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,label
15.870363,7.832843,3.158025,2.154458,0.71492,34.604988,20.52728,6.306442,4.759964,1.38822,30.660349,17.674218,6.238717,4.390104,1.426731,26.560206,18.191338,5.575038,4.028451,1.362926,31.809031,20.054276,6.411986,4.294416,1.392776,8.740851,4.548552,1.330499,1.622818,0.649797,32.776583,20.637914,5.713255,4.699904,1.426556,24.918412,18.174004,4.576388,3.834198,1.108398,15.521848,9.869189,3.725508,3.05224,1.233089,31.911917,17.042008,6.83773,4.944729,1.496581,32.496278,18.033543,5.434523,4.307966,1.381458,15.305154,8.323846,3.211673,2.544825,0.810583,1
23.085012,10.358982,3.053146,2.449336,0.807425,50.449994,26.802765,5.691298,5.510772,1.649261,44.674058,23.138889,5.830767,4.888576,1.680955,38.530682,23.771631,5.186617,4.643508,1.609664,45.883119,24.747688,5.637755,4.992468,1.585637,11.166911,4.737059,1.18065,1.900578,0.719917,46.382935,21.802341,5.223456,5.444964,1.620569,35.330387,19.023862,4.353501,4.65802,1.282932,22.565808,11.761566,3.524189,3.640386,1.425614,46.353326,22.249436,6.847736,5.674529,1.71304,44.44144,22.101954,5.142742,4.946968,1.559787,21.793812,10.721561,3.084195,2.903408,0.930964,1
31.29122,13.599768,3.376644,2.910681,0.935541,69.308767,34.719261,6.064356,6.670733,2.014691,60.838038,30.137616,6.251584,5.724347,2.005864,53.033218,30.836514,5.492175,5.704846,1.938711,63.173623,31.164323,5.650622,6.119253,1.877151,14.159785,5.428598,1.265177,2.256576,0.840185,63.180886,24.366516,5.594952,6.568035,1.920365,48.20434,20.824285,4.825447,5.765416,1.540805,31.317229,14.457716,3.815594,4.410179,1.670389,63.430997,28.944791,7.605697,6.72128,2.016855,59.580871,27.485534,5.560973,5.929636,1.810645,29.488427,13.739686,3.376458,3.455374,1.106426,1
37.925591,16.538072,3.913346,3.308641,1.067743,84.83735,41.682281,7.041081,7.741015,2.39538,73.786335,36.387721,7.106096,6.463094,2.318273,65.174706,37.173806,6.150336,6.802232,2.254088,77.943173,37.16919,6.094132,7.205417,2.195877,16.654525,6.379341,1.505861,2.537282,0.969729,77.425601,26.96955,6.475154,7.56237,2.251148,59.129769,22.50656,5.699779,6.701546,1.814406,38.672615,16.966669,4.380733,5.034022,1.903529,77.314544,34.863777,8.668451,7.580306,2.321971,72.613607,32.425604,6.352377,6.803893,2.068566,35.651375,16.360646,3.891567,3.93748,1.291126,1
40.333773,18.153812,4.367175,3.447516,1.171274,91.166644,45.151926,8.004494,8.261003,2.693755,78.502018,39.636266,7.861825,6.734836,2.537105,70.300218,40.581502,6.702458,7.50318,2.468643,84.533691,40.646377,6.469389,7.809466,2.462299,17.584259,7.199821,1.771945,2.630219,1.068177,83.781165,28.120075,7.346772,8.006521,2.526992,64.160699,22.898901,6.527047,7.097465,2.030353,41.912964,18.283235,4.900876,5.258515,2.062819,82.770174,37.851004,9.467253,7.851342,2.541405,79.083103,35.085894,7.065674,7.190209,2.265274,37.989611,17.600004,4.357484,4.131661,1.433521,1
38.419637,18.042902,4.534764,3.251739,1.220308,87.421175,44.146106,8.474113,8.000991,2.832976,74.660637,39.002246,8.172419,6.386524,2.606452,67.621108,40.074335,6.838429,7.521897,2.529116,81.704849,40.605516,6.44937,7.692824,2.612535,16.563061,7.519884,1.950596,2.502125,1.109557,81.082941,27.198281,7.81179,7.717538,2.678788,62.339982,21.56935,6.947162,6.807493,2.134402,40.534963,18.003316,5.127377,4.995633,2.110622,79.152552,37.169921,9.644071,7.39495,2.617958,77.425936,34.663611,7.37661,6.930235,2.353018,36.273998,17.141373,4.58706,3.950561,1.494993,1
32.518016,16.495219,4.34006,2.790841,1.212194,74.462704,39.425634,8.238926,7.052143,2.800607,63.107871,35.140465,7.907811,5.531921,2.528004,57.705183,36.103866,6.470991,6.844803,2.446655,69.897473,37.447618,5.976031,6.899268,2.637933,13.787562,7.186477,1.98527,2.196647,1.097289,69.867365,24.736295,7.702239,6.793666,2.6895,54.152868,19.046248,6.78873,5.942401,2.117934,34.861851,16.473445,4.954204,4.33976,2.060596,67.467253,33.625269,9.107911,6.357905,2.559557,68.151515,31.647778,7.135403,6.130729,2.337683,31.053101,15.385024,4.498027,3.457503,1.473549,1
25.477745,14.317192,3.974658,2.34413,1.188853,58.212593,33.115562,7.684354,5.991815,2.696219,49.201751,29.894766,7.391419,4.675696,2.398699,45.160413,30.388694,5.984004,5.889643,2.327413,54.476708,32.941586,5.599027,5.864029,2.626822,10.254419,6.387631,1.983533,1.870482,1.077432,55.153094,22.292664,7.342527,5.705209,2.635554,43.308556,16.682859,6.290923,4.937896,2.049192,27.676467,14.636344,4.557455,3.625612,1.996871,52.958903,29.130222,8.261634,5.272298,2.469643,55.598045,27.571829,6.616102,5.264961,2.309506,24.627107,13.225406,4.236258,2.92707,1.421314,1
19.722814,12.509309,3.758122,2.314363,1.218849,44.686942,27.897497,7.567943,5.740973,2.687744,37.979762,25.617608,7.184971,4.582042,2.369147,34.754221,25.307319,6.053908,5.430152,2.325031,41.180211,29.596033,6.192264,5.350706,2.724141,7.026479,5.584657,2.171357,1.763225,1.112309,42.247941,21.682349,7.34766,5.215904,2.649355,33.745375,15.997589,5.909631,4.464372,2.042512,21.579925,13.603393,4.238218,3.361237,2.036772,40.921534,25.925323,7.711928,4.930782,2.495765,44.34643,24.328964,6.324704,5.067959,2.398882,19.327853,11.713719,4.055472,2.780644,1.419395,1
17.163829,11.579331,3.984878,3.050167,1.359829,38.129178,25.321921,8.647258,7.196045,2.920622,33.139013,23.58711,7.851924,5.965746,2.565044,29.962053,22.463888,7.302018,6.305415,2.560027,34.417993,28.997676,8.465025,6.187854,3.053016,4.973288,5.126919,2.781268,2.110998,1.245496,35.244637,23.540499,8.357252,6.132942,2.850288,28.485939,17.498272,6.119897,5.197957,2.20071,18.637181,13.858423,4.300339,4.054231,2.272121,35.09718,25.097563,8.040875,6.102322,2.752581,37.666374,22.906106,6.768306,6.279161,2.707106,16.843104,11.333751,4.203512,3.433856,1.534644,1
17.801202,11.379096,4.785396,4.645198,1.628503,38.910561,25.251796,11.284379,10.735141,3.452394,34.825748,23.505887,9.67954,9.093799,3.027848,31.161215,22.079455,9.945277,8.95823,3.065121,34.847555,31.087807,12.526319,8.840296,3.646664,4.330121,5.126496,3.886261,3.021271,1.48205,34.707419,26.998402,10.693878,8.883033,3.293408,27.989755,20.465974,7.216416,7.473062,2.57101,19.071802,15.058152,4.93267,5.945263,2.725349,35.729671,26.139061,9.56474,9.119476,3.270106,36.344344,22.888969,8.237292,9.231549,3.259308,17.233678,11.807664,4.824558,5.069145,1.789461,1
20.860067,11.556445,5.992072,6.842407,1.989631,45.519585,26.826241,15.103767,15.893322,4.226819,41.605748,24.467259,12.383862,13.53992,3.692972,37.294251,23.654453,13.540408,13.09968,3.771146,41.164335,35.010962,17.529577,13.074822,4.424491,4.937666,5.494316,5.286475,4.38844,1.785655,39.432547,30.899909,13.967955,13.188263,3.941366,31.535538,23.948054,9.050687,11.035385,3.119913,22.319583,16.664112,6.036136,8.819991,3.334958,41.442301,28.054497,12.013594,13.599791,3.97688,39.966624,23.606876,10.544846,13.566854,3.989616,19.871998,12.656914,5.815169,7.480398,2.151358,1
25.931971,11.92648,7.280915,9.118349,2.367231,57.467131,29.192929,19.239751,21.486664,5.094348,52.81863,25.767103,15.328136,18.300736,4.411446,48.102776,26.460076,17.266609,17.777277,4.535494,52.693514,39.706153,22.160046,18.035043,5.218887,6.642947,6.074714,6.616447,5.921006,2.093944,49.238703,34.543517,17.385718,18.128814,4.673448,39.241381,27.285569,11.202562,15.107081,3.741917,28.115828,18.34347,7.355068,12.065295,3.974853,51.814306,30.194362,14.783857,18.536973,4.72663,48.70754,24.762152,13.215785,18.331656,4.76394,24.694639,13.622813,6.93846,10.119194,2.548793,1
32.764957,12.464822,8.27589,10.909078,2.682604,74.555159,31.674618,22.554998,26.110055,5.887478,68.035807,27.053878,17.676059,22.211191,5.02521,63.337424,29.679993,20.108123,21.787394,5.209387,68.650584,44.018166,25.008009,22.556681,5.853679,9.24705,6.682436,7.487252,7.251712,2.345964,63.977168,37.581725,19.958457,22.484565,5.342919,51.096285,30.077384,13.085488,18.687316,4.309799,36.257019,19.948716,8.539431,14.913202,4.5129,66.57025,32.277545,17.101044,22.703339,5.376465,63.013711,26.365684,15.576042,22.377118,5.446278,31.617069,14.644756,7.879324,12.321383,2.911476,1
40.206863,13.147704,8.798639,11.825059,2.889191,94.167878,33.63547,24.318853,28.683368,6.49132,84.834611,28.119412,18.943981,24.390245,5.438401,80.600821,32.446148,21.476083,24.155798,5.697019,86.222518,46.82258,25.440395,25.590161,6.223124,12.227539,7.164944,7.732239,8.067403,2.504881,81.190719,39.750681,21.106798,25.182778,5.838162,65.118856,31.981097,14.321687,20.91637,4.729413,45.344026,21.310042,9.371914,16.708263,4.862287,83.282654,34.079651,18.496272,25.103586,5.843331,80.510598,28.329122,17.194583,24.785149,5.952879,39.5014,15.649078,8.437336,13.561311,3.195519,1
46.340278,13.863109,8.865129,11.765608,2.976337,111.45224,34.599687,24.3713,28.81313,6.852706,99.040656,28.787104,19.065309,24.526945,5.625204,95.635163,34.044177,21.306688,24.479138,5.96523,101.033047,47.385756,23.725926,26.552074,6.307432,14.828626,7.443778,7.436388,8.217622,2.559073,96.546042,40.741431,20.770191,25.685211,6.101275,77.717112,32.678246,14.780964,21.363598,4.955322,53.036459,22.187173,9.775454,17.129434,4.992733,97.681621,35.298452,18.866422,25.323197,6.100834,96.484359,30.362133,17.912629,25.15847,6.249406,46.27296,16.491035,8.561707,13.6333,3.379941,1
48.671191,14.362122,8.540245,10.888238,2.948347,119.863166,34.247811,22.919735,26.805401,6.939515,105.091016,28.824236,18.161984,22.869098,5.588495,102.89066,34.016898,19.857379,22.959814,6.0042,107.518625,45.51973,20.642665,25.439353,6.130601,16.215765,7.481791,6.817077,7.745959,2.511568,104.21443,40.167664,19.25099,24.114763,6.103741,84.0715,31.897801,14.481936,20.116821,4.968952,56.406035,22.299773,9.720004,16.240586,4.904677,104.150039,35.504766,18.252855,23.570097,6.135983,104.72565,31.959603,17.690218,23.662918,6.312786,49.20313,16.949524,8.263072,12.660748,3.445322,1
46.053439,14.46553,7.882918,9.48877,2.808268,115.785313,32.665451,20.360209,23.393789,6.718966,100.313006,28.196341,16.445876,20.004637,5.331829,99.2808,32.38304,17.524238,20.189371,5.800081,103.034384,41.740772,17.065655,22.692785,5.722927,15.908208,7.285572,6.083497,6.829762,2.371146,100.974149,37.958318,17.00315,21.081486,5.835389,81.530095,29.670388,13.510643,17.650972,4.764098,53.925895,21.52952,9.193547,14.384652,4.610663,99.699634,34.568048,16.774001,20.474375,5.929576,101.455256,32.816232,16.548544,20.850128,6.115312,46.979228,16.909269,7.584542,10.985324,3.367009,1
39.587611,14.088893,6.916381,7.878497,2.557643,101.308435,30.219743,17.062695,19.40281,6.174879,86.830562,26.974363,14.110537,16.603464,4.862556,86.837316,29.57713,14.633493,16.878917,5.343888,89.923881,36.979043,13.555994,18.993455,5.117373,14.148155,6.88996,5.324763,5.693579,2.151098,88.549517,34.392073,14.344425,17.383135,5.31645,71.281806,26.347692,11.908504,14.594236,4.352343,46.614504,19.950122,8.17864,12.01974,4.135769,86.364392,32.631473,14.554048,16.799553,5.468839,88.145863,32.75096,14.502958,17.397511,5.642233,40.545743,16.353128,6.57498,9.014401,3.127938,1
31.42591,13.470725,5.676908,6.289808,2.211763,81.402869,27.91242,13.375567,15.462689,5.346508,69.369108,25.698435,11.351832,13.196842,4.218631,69.878241,26.667744,11.469808,13.605292,4.668148,72.862728,32.667847,10.325504,15.033433,4.369565,11.725105,6.434793,4.530054,4.526877,1.874656,71.185225,30.469663,11.472601,13.711541,4.61644,56.796546,22.853444,9.765206,11.500806,3.780224,37.043651,18.060424,6.731433,9.55314,3.532322,68.677309,30.466659,11.773047,13.17145,4.784653,69.331036,32.147868,11.711505,13.870521,4.928417,32.114856,15.536948,5.310421,7.074312,2.74329,1
24.90203,12.920623,4.261069,4.875458,1.816432,64.197161,26.608035,9.634789,11.957888,4.357567,55.275601,24.88061,8.411203,10.14147,3.4955,55.347142,24.602262,8.305339,10.734604,3.874058,59.072365,29.848615,7.403865,11.394438,3.578269,9.806335,6.061882,3.664889,3.465642,1.580383,56.315041,27.279484,8.587982,10.542261,3.857919,43.992025,20.141099,7.320416,8.776747,3.142491,29.16846,16.443061,5.042543,7.288221,2.892139,54.14707,28.82865,8.728178,9.987056,3.98266,52.690742,31.515244,8.528618,10.661386,4.086506,25.16161,14.765261,3.922789,5.370611,2.27716,1
23.112786,12.712266,2.884217,3.745135,1.44877,57.467565,26.876459,6.277554,9.110754,3.40546,51.325653,24.877855,5.674853,7.678856,2.844145,49.464736,23.987067,5.510534,8.462343,3.123538,55.060195,28.964754,4.903491,8.486091,2.886537,9.410284,5.898263,2.760686,2.60569,1.321834,51.005145,25.727623,6.029818,8.147496,3.195306,38.686267,18.94984,5.028796,6.691911,2.569761,26.763143,15.594992,3.452745,5.444057,2.335732,49.949766,28.236302,5.880385,7.468955,3.233249,46.188704,31.305014,5.543526,8.040444,3.295267,23.01861,14.305831,2.623335,4.021723,1.833557,1
26.848431,13.003192,1.830081,3.005632,1.18046,63.493676,28.997475,3.798892,7.127304,2.674999,59.349943,25.873942,3.641784,6.024303,2.395718,54.076002,25.112579,3.502223,6.924904,2.56502,62.58252,29.97603,3.106087,6.573557,2.410885,10.918353,6.039867,1.938853,2.02869,1.141628,58.063991,26.330489,4.269895,6.677279,2.740973,43.219581,19.70052,3.474174,5.423425,2.169672,30.864834,15.829075,2.360342,4.201288,1.954671,58.454137,28.91881,3.781159,5.792191,2.684344,51.892341,31.783923,3.404032,6.230951,2.712059,26.819155,14.329229,1.671554,3.125241,1.505173,1
34.535364,13.607183,1.387165,2.745563,1.043288,78.838094,32.368489,2.741146,6.233557,2.260376,75.763817,27.467808,2.840644,5.370967,2.198596,66.245816,27.453842,2.738509,6.24563,2.267649,78.14053,31.991124,2.448072,5.778204,2.187276,13.691382,6.416799,1.402142,1.795691,1.05159,74.459842,28.685276,3.850232,6.200622,2.522508,55.400043,22.114041,3.221867,5.066918,1.981485,39.584971,16.966301,2.125252,3.698999,1.774412,76.272863,30.390359,2.981636,5.128984,2.396908,66.564072,32.759453,2.735691,5.420443,2.406465,35.023093,14.710397,1.346866,2.773287,1.334162,1
42.182922,14.218037,1.622254,2.967771,1.01927,94.822096,36.008694,3.214502,6.503812,2.137754,91.987278,29.061244,3.379594,5.757881,2.203268,78.835951,30.078438,3.314306,6.431165,2.201147,93.471565,33.776928,3.078854,6.014225,2.167343,16.373274,6.811615,1.266379,1.8985,1.036122,91.795065,31.848758,4.936748,6.630997,2.48984,68.812769,25.480192,4.425805,5.550745,1.96882,48.397214,18.516529,2.827344,3.934961,1.755016,94.560436,31.905916,3.628703,5.517152,2.333324,81.611194,33.823727,3.746614,5.633466,2.346253,43.527348,15.194675,1.74665,2.983478,1.30328,1
46.934252,14.618281,2.414903,3.516246,1.053227,105.408975,39.08192,4.905896,7.63917,2.196417,101.78836,30.229876,4.989691,6.88617,2.29106,86.947332,32.14973,4.957468,7.214289,2.262434,102.800471,34.422229,4.783779,6.880708,2.242383,17.78297,7.010667,1.499777,2.21617,1.060775,103.14145,34.823655,7.297659,7.591461,2.542788,78.099012,28.941524,6.816572,6.528201,2.040533,53.827604,19.939262,4.28617,4.657158,1.812041,106.317387,32.905626,5.49893,6.656063,2.383047,90.474763,34.60892,6.199597,6.545456,2.42239,49.045263,15.559266,2.780893,3.587209,1.348894,1
47.401828,14.653321,3.479746,4.130549,1.086881,107.991877,40.793959,7.181444,9.043543,2.310574,102.285096,30.575149,7.066854,8.21701,2.344159,88.57322,33.000021,7.091524,8.121947,2.340991,103.63619,33.466933,6.968282,7.823772,2.30841,17.370069,6.883186,1.932724,2.565515,1.090948,104.783121,36.654744,10.191655,8.557323,2.587516,80.244633,31.529209,9.646846,7.509852,2.103261,54.127752,20.689342,6.022184,5.467959,1.863521,107.846646,32.938124,7.958023,8.003408,2.431856,90.086594,34.636934,9.326054,7.619373,2.516158,49.761924,15.574961,4.131833,4.284112,1.40008,1
43.834068,14.198502,4.496151,4.558351,1.090959,102.571649,40.528744,9.343756,10.092378,2.408086,94.017625,29.723346,8.969466,9.203782,2.312015,83.906834,32.147967,9.06948,8.69207,2.382121,96.44283,30.818583,8.991058,8.377345,2.325473,15.329826,6.410572,2.382155,2.781216,1.112055,96.730548,36.576811,12.827563,9.087631,2.588174,74.948586,32.372938,12.161184,8.080123,2.113149,49.482653,20.362294,7.572494,6.008366,1.875355,99.321503,31.66906,10.345886,9.011593,2.426573,80.833632,33.393263,12.276093,8.358943,2.567903,45.816423,15.029316,5.433297,4.777646,1.418289,1
37.508927,13.432918,5.240534,4.638319,1.081189,91.287334,38.53661,10.838099,10.357179,2.505335,80.048262,27.984211,10.27117,9.478005,2.241916,74.739132,29.812799,10.365868,8.64056,2.415086,83.770835,27.161397,10.383933,8.302127,2.341306,12.347264,5.726384,2.700424,2.770868,1.138565,82.0185,34.772416,14.606505,8.941141,2.585642,64.25875,31.455067,13.788845,8.001756,2.097606,41.674525,19.184894,8.61178,6.063812,1.876642,83.95582,29.514426,12.167422,9.306812,2.404525,66.14727,31.096913,14.332947,8.461409,2.608323,38.686338,14.057233,6.39707,4.874548,1.415475,1
30.351654,12.771576,5.601668,4.363724,1.091903,77.199659,35.756896,11.462729,9.786981,2.653034,64.5939,26.236176,10.825472,8.992193,2.220625,63.513849,26.761014,10.766691,7.982819,2.503929,69.225183,23.711382,10.961647,7.669162,2.436132,9.360914,5.071484,2.835066,2.559781,1.194721,65.437076,32.285397,15.162416,8.191819,2.647393,51.754823,29.612733,14.187241,7.323811,2.113493,33.24243,17.947315,8.961575,5.648507,1.916027,66.659881,27.509588,13.083449,8.833383,2.433529,50.217785,28.544734,15.040853,7.934816,2.699843,30.801145,13.124661,6.850762,4.559016,1.4253,1
24.597524,12.855558,5.631528,3.86072,1.144953,64.700794,33.707737,11.41926,8.675227,2.877345,52.416157,25.904249,10.816572,7.985123,2.303416,53.665813,24.300504,10.458079,6.987615,2.69245,57.183721,22.098292,10.902587,6.767687,2.65361,7.241324,4.743613,2.826577,2.263158,1.291523,52.212483,30.832694,14.579957,7.14709,2.809451,41.491267,28.314532,13.453818,6.323223,2.198722,27.002019,17.789773,8.714211,4.960392,2.017488,52.823105,27.201398,13.108965,7.825697,2.545154,38.263625,27.193129,14.496176,7.040115,2.873662,24.73336,12.986885,6.840624,3.968401,1.469166,1
21.986287,13.99224,5.403121,3.329755,1.241986,57.896185,33.265076,11.042438,7.506069,3.166815,47.064837,27.722287,10.457117,6.87104,2.495504,48.522627,23.460738,9.774201,6.055026,2.979258,51.451062,23.274126,10.454417,5.969931,2.981131,6.486329,4.911591,2.748517,2.027969,1.423613,46.229272,31.503636,13.172276,6.205244,3.064296,36.583703,28.542626,11.93022,5.374223,2.360223,24.900859,19.26468,8.061175,4.282623,2.175743,46.299474,29.34271,12.37173,6.699086,2.728365,33.689033,27.82342,13.053901,6.166082,3.119396,22.370737,14.017727,6.492675,3.332797,1.549615,1
23.088254,15.980994,5.020334,2.964627,1.370043,58.845489,34.402538,10.696306,6.746217,3.484888,49.613463,31.35961,9.961415,6.072861,2.764416,49.90971,24.697293,9.151079,5.546126,3.319167,53.719741,27.14585,9.904927,5.570701,3.364517,7.117463,5.562453,2.687914,1.962424,1.573648,48.692708,34.30321,11.500663,5.705211,3.373703,38.104007,30.349189,10.158051,4.802729,2.58109,27.380776,22.049523,7.263718,3.872815,2.368311,48.025813,33.458779,11.180365,5.884518,2.951694,37.208929,30.112617,11.271662,5.66469,3.400686,24.205528,16.00957,5.998706,2.880513,1.655694,1
27.046919,18.092424,4.58709,2.928297,1.513803,66.660658,36.046572,10.579594,6.763885,3.794655,58.402731,35.345678,9.462502,5.965748,3.066939,57.311116,27.379751,8.902194,5.704685,3.649977,62.757644,32.374245,9.501639,5.740014,3.7393,8.607798,6.457249,2.70365,2.129172,1.718003,57.765341,37.836503,10.104927,5.939259,3.691065,44.717416,32.600065,8.640023,4.875226,2.835346,33.174247,24.935261,6.543259,3.953192,2.572085,55.917375,37.814032,9.909826,5.781693,3.188542,47.19103,32.784409,9.706928,5.83914,3.678547,29.12775,18.182187,5.536325,2.816923,1.773873,1
31.719851,19.230899,4.197669,3.311354,1.669871,77.029089,36.454085,10.803045,7.719723,4.091391,69.077206,37.53389,9.064919,6.773152,3.384865,67.230569,30.056483,9.230813,6.58007,3.935812,74.547573,36.840761,9.491896,6.514241,4.066182,10.156585,7.197067,2.851674,2.542739,1.841155,69.216181,39.989465,9.443157,7.083233,3.993743,53.080815,33.593661,7.760317,5.745693,3.110554,39.586933,26.338868,6.077148,4.659045,2.784104,65.464045,40.068784,8.928808,6.643977,3.446489,58.672745,34.016575,8.789003,6.880326,3.943138,34.674975,19.374245,5.235984,3.283746,1.904654,1
34.910821,18.503528,4.01634,4.0681,1.839672,84.722291,34.161556,11.559107,9.458893,4.388577,77.050695,36.1581,9.029227,8.41581,3.717325,75.469557,31.130586,10.362819,7.980225,4.166186,84.072218,38.609668,10.25114,7.766222,4.333121,11.188149,7.38591,3.215487,3.147017,1.936113,78.560249,38.882583,9.965945,9.034277,4.274046,59.662165,31.837946,7.849978,7.324026,3.398351,43.982383,25.07424,6.061917,5.931348,3.00905,72.230624,38.385692,8.683537,8.400714,3.747207,67.535375,32.241603,8.855859,8.703171,4.203217,38.459542,18.629623,5.215403,4.266866,2.05466,1
35.210856,15.941222,4.212792,5.050827,2.044138,86.249737,29.399741,13.052023,11.626517,4.754828,79.083635,31.308612,9.665524,10.562111,4.110934,79.034868,30.179348,12.416857,9.608006,4.400328,87.890115,37.314523,12.107733,9.322598,4.631119,11.249081,6.949564,3.888157,3.852985,2.025866,82.640317,34.579354,11.826512,11.471504,4.58153,62.250014,27.455668,8.976629,9.333039,3.727453,44.565765,21.367794,6.607133,7.554035,3.285182,73.342148,32.983938,9.458419,10.709599,4.14844,70.552668,27.568716,10.005039,10.996284,4.519818,38.821337,15.966413,5.532414,5.603581,2.251699,1
32.181908,12.557489,5.053246,6.122155,2.383203,79.740592,24.107927,15.733438,13.945956,5.440167,74.001456,25.013924,11.569414,12.867287,4.773457,76.355306,28.080715,15.600305,11.276711,4.876227,84.461003,34.297511,15.676866,11.186783,5.333072,10.4968,6.207117,5.019766,4.623066,2.22576,80.47501,29.170343,15.243469,14.079838,5.151924,60.230798,22.308638,11.283296,11.498129,4.275243,41.057341,16.86761,7.930446,9.316707,3.782864,68.088664,26.187531,11.631908,13.206252,4.86083,66.668885,21.920544,12.470664,13.43926,5.124559,35.471186,12.522863,6.348142,7.086919,2.609389,1
29.431076,11.145847,7.278071,7.430401,3.025166,74.230799,24.235561,21.308341,16.89211,6.84757,70.543315,23.268432,16.47428,15.60294,6.053623,75.734345,29.064253,21.300872,13.485557,5.989874,83.704121,35.456928,23.079443,13.974494,7.004167,10.225163,6.423437,7.13009,5.64419,2.727363,81.309167,28.886801,21.714894,17.194785,6.37621,61.086643,21.703027,15.940626,14.067877,5.351726,38.535197,15.652952,10.979304,11.408175,4.77492,65.569095,24.448046,16.673575,16.152895,6.229153,64.631559,21.603475,17.659595,16.305024,6.387695,32.185715,11.556102,8.428765,8.797783,3.312017,1
36.698315,16.97607,11.805023,9.429013,4.091437,94.800929,42.849382,32.211993,21.600496,9.258992,91.008588,38.178333,26.606261,19.707261,8.213531,98.434704,43.520752,31.678923,17.332976,8.035788,110.097038,54.033121,37.134455,18.820209,10.021389,13.459885,10.400469,10.893092,7.283848,3.677182,109.166015,46.578603,33.374982,21.797332,8.539389,83.275489,36.209627,24.707858,17.848863,7.195038,49.151595,25.266605,17.130987,14.460225,6.443943,89.054083,40.551772,26.662,20.53589,8.498803,86.380879,39.077333,27.657721,20.550149,8.565684,38.973388,19.326442,12.934972,11.187415,4.48904,1
65.806784,35.196891,19.122833,12.515987,5.523461,172.341296,93.232589,49.933971,29.006197,12.533926,162.319108,81.751321,43.212534,26.049299,11.153632,170.084423,82.388703,48.081856,23.742119,10.917547,192.154284,103.62843,59.160134,26.521273,14.193003,24.032021,20.959519,16.616355,9.791192,5.039087,193.091327,94.990377,51.301737,28.687591,11.533394,149.627243,76.076113,38.560807,23.522056,9.729097,87.018229,52.865525,27.206931,19.019768,8.67482,166.39819,87.061501,42.821934,27.28801,11.534451,156.444163,86.45742,43.6728,27.049594,11.522221,68.657861,41.966207,20.639322,14.707742,6.069724,1
123.57688,66.846865,28.494805,16.654196,7.079197,324.118897,178.109091,72.866241,38.947655,16.104055,299.663389,156.330031,64.674211,34.633206,14.390909,305.67632,148.452942,69.084049,32.614658,14.137702,347.279902,186.956275,86.774713,36.722709,18.744902,43.855769,38.618186,23.681027,13.048177,6.579016,350.687485,176.478909,73.569407,37.740004,14.84652,272.78995,142.952959,56.127192,30.992087,12.545778,159.559128,99.535211,40.297098,25.020647,11.066347,312.914152,166.319927,63.669534,36.433905,14.809546,287.590249,165.866766,64.270078,35.791947,14.739639,128.230433,80.606425,30.946778,19.37975,7.779679,1
204.246093,107.709696,38.567933,21.287456,8.416386,536.389782,286.181007,97.586558,50.009606,19.17144,490.350024,251.984794,87.754,44.355204,17.229076,493.701161,233.326254,91.583242,42.623808,16.963417,562.96201,292.92634,115.52995,47.783084,22.593534,70.940363,60.973109,31.022387,16.558416,7.946314,569.491048,280.392312,96.78715,47.6924,17.745373,442.725929,227.753243,74.801398,39.202969,15.041073,259.403406,158.843264,54.522701,31.63875,13.088057,514.69426,267.742979,86.221245,46.774101,17.599639,465.293628,266.566398,86.690825,45.658749,17.515768,212.145016,129.854796,42.364406,24.651714,9.244114,1
288.320743,148.442157,47.970269,26.028962,9.232471,759.243461,392.31916,120.4126,61.160076,21.043732,691.002204,346.787346,109.00978,54.424207,19.042112,692.356829,317.412159,112.409448,52.773983,18.726971,791.898254,397.057639,141.110051,58.474481,24.788851,99.509904,82.975808,37.698043,20.008041,8.8142,802.127765,383.431927,117.784337,57.676171,19.577703,623.292712,311.067618,92.03134,47.378916,16.659746,364.139485,217.348448,67.887552,38.252241,14.301875,725.589737,368.19071,107.372212,57.314606,19.280871,648.258026,365.613447,108.049629,55.822913,19.265542,300.952363,178.105955,53.192495,30.102752,10.144791,1
